,worker_id,gender,age,party,voting_for,state,title,url,org,candidate,flesch,gunning_fog,readability,topic,favor,trust,group,trust_score,favor_score,trust_binary,voting_for_coded,party_coded,flesch_coded
18,37078496,male,18-29,republican,Donald Trump,CA,Trump unscathed in GOP ad wars,http://www.cnn.com/2016/01/05/politics/primary-conflicts-2016/index.html,CNN,Donald Trump,12.3,12.4,53.55,Campaign Finance,Favorable,Neutral,A,0,1,Neutral,2,2,1
19,37078496,male,18-29,republican,Donald Trump,CA,Democrats hold key debate amid feuding over Sanders' medical records,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/z1CxBpCWk14/democrats-hold-key-debate-amid-feuding-over-sanders-medical-records.html,Fox News,Bernie Sanders,12.3,11.2,48.13,Campaign Finance,Unfavorable,Agree,A,1,-1,Agree,2,2,1
20,35959061,female,18-29,republican,Donald Trump,CA,First Draft: Donald Trump Says He’ll Release Tax Returns ‘at Some Point’,http://www.nytimes.com/politics/first-draft/2016/02/22/donald-trump-says-hell-release-tax-returns-at-some-point/,The New York Times,Donald Trump,5.6,6.8,76.22,Campaign Finance,Unfavorable,Neutral,A,0,-1,Neutral,2,2,-1
21,35959061,female,18-29,republican,Donald Trump,CA,First Draft: Bernie Sanders Gets Some Outside Help He Didn’t Ask For,http://www.nytimes.com/politics/first-draft/2016/01/20/bernie-sanders-gets-some-outside-help-he-didnt-ask-for/,The New York Times,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,Favorable,Agree,A,1,1,Agree,2,2,0
22,35959061,female,18-29,republican,Donald Trump,CA,First Draft: Hillary Clinton Leads in Fund-Raising From Lobbyists,http://www.nytimes.com/politics/first-draft/2016/02/01/hillary-clinton-leads-in-fund-raising-from-lobbyists/,The New York Times,Hillary Clinton,10.3,9.2,53.21,Campaign Finance,Unfavorable,Neutral,A,0,-1,Neutral,2,2,0
23,35959061,female,18-29,republican,Donald Trump,CA,Trump unscathed in GOP ad wars,http://www.cnn.com/2016/01/05/politics/primary-conflicts-2016/index.html,CNN,Donald Trump,12.3,12.4,53.55,Campaign Finance,Favorable,Agree,A,1,1,Agree,2,2,1
24,35959061,female,18-29,republican,Donald Trump,CA,Democrats hold key debate amid feuding over Sanders' medical records,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/z1CxBpCWk14/democrats-hold-key-debate-amid-feuding-over-sanders-medical-records.html,Fox News,Bernie Sanders,12.3,11.2,48.13,Campaign Finance,Favorable,Agree,A,1,1,Agree,2,2,1
25,34938843,male,18-29,democrat,Hillary Clinton,GA,First Draft: Donald Trump Says He’ll Release Tax Returns ‘at Some Point’,http://www.nytimes.com/politics/first-draft/2016/02/22/donald-trump-says-hell-release-tax-returns-at-some-point/,The New York Times,Donald Trump,5.6,6.8,76.22,Campaign Finance,Neutral,Strongly Agree,A,2,0,Agree,1,1,-1
26,34938843,male,18-29,democrat,Hillary Clinton,GA,First Draft: Bernie Sanders Gets Some Outside Help He Didn’t Ask For,http://www.nytimes.com/politics/first-draft/2016/01/20/bernie-sanders-gets-some-outside-help-he-didnt-ask-for/,The New York Times,Bernie Sanders,8.8,7.6,57.27,Campaign Finance,Neutral,Strongly Agree,A,2,0,Agree,1,1,0
27,34938843,male,18-29,democrat,Hillary Clinton,GA,First Draft: Hillary Clinton Leads in Fund-Raising From Lobbyists,http://www.nytimes.com/politics/first-draft/2016/02/01/hillary-clinton-leads-in-fund-raising-from-lobbyists/,The New York Times,Hillary Clinton,10.3,9.2,53.21,Campaign Finance,Favorable,Strongly Agree,A,2,1,Agree,1,1,0
28,34938843,male,18-29,democrat,Hillary Clinton,GA,Trump unscathed in GOP ad wars,http://www.cnn.com/2016/01/05/politics/primary-conflicts-2016/index.html,CNN,Donald Trump,12.3,12.4,53.55,Campaign Finance,Favorable,Strongly Agree,A,2,1,Agree,1,1,1
29,34938843,male,18-29,democrat,Hillary Clinton,GA,Democrats hold key debate amid feuding over Sanders' medical records,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/z1CxBpCWk14/democrats-hold-key-debate-amid-feuding-over-sanders-medical-records.html,Fox News,Bernie Sanders,12.3,11.2,48.13,Campaign Finance,Unfavorable,Strongly Agree,A,2,-1,Agree,1,1,1
30,36747744,male,18-29,republican,Ted Cruz,TX,Trump's closing pitch to Iowa caucus-goers a family affair,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-31-US--2016-Election-The%20Latest/id-3b77ffea54704d26a8f9fcc61ff634b6,the Associated Press,Donald Trump,8.7,8.8,62.68,Campaign Finance,Neutral,Strongly Agree,A,2,0,Agree,4,2,0
31,36747744,male,18-29,republican,Ted Cruz,TX,Cruz to tea party supporters: Don't get 'burned' by fake conservatives,http://www.cnn.com/2016/01/16/politics/ted-cruz-tea-party-rally-donald-trump-marco-rubio/index.html,CNN,Ted Cruz,11.9,12.0,54.56,Immigration,Unfavorable,Strongly Agree,A,2,-1,Agree,4,2,1
32,36747744,male,18-29,republican,Ted Cruz,TX,First Draft: Hispanic Celebrities Denounce Donald Trump and G.O.P. Field,http://www.nytimes.com/politics/first-draft/2016/02/11/hispanic-celebrities-denounce-donald-trump-and-g-o-p-field/,The New York Times,Donald Trump,11.5,9.2,44.75,Immigration,Unfavorable,Strongly Agree,A,2,-1,Agree,4,2,1
33,36747744,male,18-29,republican,Ted Cruz,TX,Why Cruz is in trouble in Texas,http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,Unfavorable,Neutral,A,0,-1,Neutral,4,2,1
34,36747744,male,18-29,republican,Ted Cruz,TX,First Draft: F.E.C. Tells Sanders Campaign That Some Donors May Have Given Too Much,http://www.nytimes.com/politics/first-draft/2016/02/12/f-e-c-tells-sanders-campaign-that-some-donors-may-have-given-too-much/,The New York Times,Bernie Sanders,9.1,8.0,56.25,Campaign Finance,Neutral,Agree,A,1,0,Agree,4,2,0
35,36296882,female,18-29,independent_other,Donald Trump,WI,Trump's closing pitch to Iowa caucus-goers a family affair,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-31-US--2016-Election-The%20Latest/id-3b77ffea54704d26a8f9fcc61ff634b6,the Associated Press,Donald Trump,8.7,8.8,62.68,Campaign Finance,Neutral,Agree,A,1,0,Agree,2,3,0
36,36296882,female,18-29,independent_other,Donald Trump,WI,Cruz to tea party supporters: Don't get 'burned' by fake conservatives,http://www.cnn.com/2016/01/16/politics/ted-cruz-tea-party-rally-donald-trump-marco-rubio/index.html,CNN,Ted Cruz,11.9,12.0,54.56,Immigration,Favorable,Neutral,A,0,1,Neutral,2,3,1
37,36296882,female,18-29,independent_other,Donald Trump,WI,First Draft: Hispanic Celebrities Denounce Donald Trump and G.O.P. Field,http://www.nytimes.com/politics/first-draft/2016/02/11/hispanic-celebrities-denounce-donald-trump-and-g-o-p-field/,The New York Times,Donald Trump,11.5,9.2,44.75,Immigration,Unfavorable,Disagree,A,-1,-1,Disagree,2,3,1
38,36296882,female,18-29,independent_other,Donald Trump,WI,Why Cruz is in trouble in Texas,http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,Neutral,Neutral,A,0,0,Neutral,2,3,1
39,36296882,female,18-29,independent_other,Donald Trump,WI,First Draft: F.E.C. Tells Sanders Campaign That Some Donors May Have Given Too Much,http://www.nytimes.com/politics/first-draft/2016/02/12/f-e-c-tells-sanders-campaign-that-some-donors-may-have-given-too-much/,The New York Times,Bernie Sanders,9.1,8.0,56.25,Campaign Finance,Neutral,Neutral,A,0,0,Neutral,2,3,0
40,21678835,male,30-49,democrat,Bernie Sanders,KY,Trump's closing pitch to Iowa caucus-goers a family affair,http://hosted2.ap.org/APDEFAULT/89ae8247abe8493fae24405546e9a1aa/Article_2016-01-31-US--2016-Election-The%20Latest/id-3b77ffea54704d26a8f9fcc61ff634b6,the Associated Press,Donald Trump,8.7,8.8,62.68,Campaign Finance,Neutral,Agree,A,1,0,Agree,3,1,0
41,21678835,male,30-49,democrat,Bernie Sanders,KY,Cruz to tea party supporters: Don't get 'burned' by fake conservatives,http://www.cnn.com/2016/01/16/politics/ted-cruz-tea-party-rally-donald-trump-marco-rubio/index.html,CNN,Ted Cruz,11.9,12.0,54.56,Immigration,Favorable,Neutral,A,0,1,Neutral,3,1,1
42,21678835,male,30-49,democrat,Bernie Sanders,KY,First Draft: Hispanic Celebrities Denounce Donald Trump and G.O.P. Field,http://www.nytimes.com/politics/first-draft/2016/02/11/hispanic-celebrities-denounce-donald-trump-and-g-o-p-field/,The New York Times,Donald Trump,11.5,9.2,44.75,Immigration,Unfavorable,Agree,A,1,-1,Agree,3,1,1
43,21678835,male,30-49,democrat,Bernie Sanders,KY,Why Cruz is in trouble in Texas,http://www.cnn.com/2016/02/25/politics/ted-cruz-super-tuesday-texas/index.html,CNN,Ted Cruz,11.1,11.2,56.59,Campaign Finance,Favorable,Disagree,A,-1,1,Disagree,3,1,1
44,21678835,male,30-49,democrat,Bernie Sanders,KY,First Draft: F.E.C. Tells Sanders Campaign That Some Donors May Have Given Too Much,http://www.nytimes.com/politics/first-draft/2016/02/12/f-e-c-tells-sanders-campaign-that-some-donors-may-have-given-too-much/,The New York Times,Bernie Sanders,9.1,8.0,56.25,Campaign Finance,Favorable,Neutral,A,0,1,Neutral,3,1,0
45,29571331,male,18-29,independent_other,Not Voting,IL,Donald Trump Leads Georgia by Wide Margin,http://blogs.wsj.com/washwire/2016/02/25/donald-trump-leads-georgia-by-wide-margin/,The Wall Street Journal,Donald Trump,4.1,5.2,80.28,Foreign Policy/National Security,Neutral,Strongly Agree,A,2,0,Agree,7,3,-1
46,29571331,male,18-29,independent_other,Not Voting,IL,Video suggests Clinton shared info that 'would never be on an unclassified system' normally,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/v6YhQb7Zjpg/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,Unfavorable,Strongly Agree,A,2,-1,Agree,7,3,1
47,29571331,male,18-29,independent_other,Not Voting,IL,First Draft: Digital Ads for Hillary Clinton Focus on Young Women and Equal Pay,http://www.nytimes.com/politics/first-draft/2016/02/29/digital-ads-for-hillary-clinton-focus-on-young-women-and-equal-pay/,The New York Times,Hillary Clinton,9.5,9.6,60.65,Campaign Finance,Favorable,Strongly Agree,A,2,1,Agree,7,3,0
48,29571331,male,18-29,independent_other,Not Voting,IL,Sources say Feds probing Clinton payola claims,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/cGafgAtCxvQ/sources-say-feds-probing-clinton-payola-claims.html,Fox News,Hillary Clinton,9.5,9.6,60.65,Abortion,Unfavorable,Neutral,A,0,-1,Neutral,7,3,0
49,29571331,male,18-29,independent_other,Not Voting,IL,"The Ad Campaign: In New Ad, Hillary Clinton Sums Up Her Case for Iowa and New Hampshire Democrats",http://www.nytimes.com/2016/01/21/us/politics/in-new-ad-hillary-clinton-sums-up-her-case-for-iowa-and-new-hampshire-democrats.html,The New York Times,Hillary Clinton,7.9,9.2,70.13,Foreign Policy/National Security,Neutral,Neutral,A,0,0,Neutral,7,3,-1
50,27914150,female,18-29,no_affiliation,Not Voting,KS,Donald Trump Leads Georgia by Wide Margin,http://blogs.wsj.com/washwire/2016/02/25/donald-trump-leads-georgia-by-wide-margin/,The Wall Street Journal,Donald Trump,4.1,5.2,80.28,Foreign Policy/National Security,Neutral,Agree,A,1,0,Agree,7,4,-1
51,27914150,female,18-29,no_affiliation,Not Voting,KS,Video suggests Clinton shared info that 'would never be on an unclassified system' normally,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/v6YhQb7Zjpg/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,Unfavorable,Disagree,A,-1,-1,Disagree,7,4,1
52,27914150,female,18-29,no_affiliation,Not Voting,KS,First Draft: Digital Ads for Hillary Clinton Focus on Young Women and Equal Pay,http://www.nytimes.com/politics/first-draft/2016/02/29/digital-ads-for-hillary-clinton-focus-on-young-women-and-equal-pay/,The New York Times,Hillary Clinton,9.5,9.6,60.65,Campaign Finance,Favorable,Neutral,A,0,1,Neutral,7,4,0
53,27914150,female,18-29,no_affiliation,Not Voting,KS,Sources say Feds probing Clinton payola claims,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/cGafgAtCxvQ/sources-say-feds-probing-clinton-payola-claims.html,Fox News,Hillary Clinton,9.5,9.6,60.65,Abortion,Unfavorable,Neutral,A,0,-1,Neutral,7,4,0
54,27914150,female,18-29,no_affiliation,Not Voting,KS,"The Ad Campaign: In New Ad, Hillary Clinton Sums Up Her Case for Iowa and New Hampshire Democrats",http://www.nytimes.com/2016/01/21/us/politics/in-new-ad-hillary-clinton-sums-up-her-case-for-iowa-and-new-hampshire-democrats.html,The New York Times,Hillary Clinton,7.9,9.2,70.13,Foreign Policy/National Security,Neutral,Neutral,A,0,0,Neutral,7,4,-1
55,37198978,female,30-49,independent_other,Bernie Sanders,DE,Donald Trump Leads Georgia by Wide Margin,http://blogs.wsj.com/washwire/2016/02/25/donald-trump-leads-georgia-by-wide-margin/,The Wall Street Journal,Donald Trump,4.1,5.2,80.28,Foreign Policy/National Security,Unfavorable,Strongly Disagree,A,-2,-1,Disagree,3,3,-1
56,37198978,female,30-49,independent_other,Bernie Sanders,DE,Video suggests Clinton shared info that 'would never be on an unclassified system' normally,http://feeds.foxnews.com/~r/foxnews/most-popular/~3/v6YhQb7Zjpg/video-suggests-clinton-shared-info-that-would-never-be-on-unclassified-system-normally.html,Fox News,Hillary Clinton,13.4,11.2,39.67,Foreign Policy/National Security,Unfavorable,Disagree,A,-1,-1,Disagree,3,3,1
57,37198978,female,30-49,independent_other,Bernie Sanders,DE,First Draft: Digital Ads for Hillary Clinton Focus on Young Women and Equal Pay,http://www.nytimes.com/politics/first-draft/2016/02/29/digital-ads-for-hillary-clinton-focus-on-young-women-and-equal-pay/,The New York Times,Hillary Clinton,9.5,9.6,60.65,Campaign Finance,Unfavorable,Disagree,A,-1,-1,Disagree,3,3,0
