worker_id,gender,age,party,voting_for,state,title,source,candidate,flesch,is_complex,fair,trust
30398579,female,30-49,independent_other,sanders,MA,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,1,1.0
30398579,female,30-49,independent_other,sanders,MA,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
30398579,female,30-49,independent_other,sanders,MA,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,1,1
37012492,male,18-29,republican,trump,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,2,2
37012492,male,18-29,republican,trump,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,2,2
37012492,male,18-29,republican,trump,DE,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,1,1
37012492,male,18-29,republican,trump,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,1,1
37012492,male,18-29,republican,trump,DE,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,2,2
37012492,male,18-29,republican,trump,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,2,2.0
37012492,male,18-29,republican,trump,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
37012492,male,18-29,republican,trump,DE,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,2,1
36272463,male,30-49,democrat,clinton,VA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,-1,-1
36272463,male,30-49,democrat,clinton,VA,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,-1,-1
36272463,male,30-49,democrat,clinton,VA,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,1,1
36272463,male,30-49,democrat,clinton,VA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,1,1
36272463,male,30-49,democrat,clinton,VA,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,-1,-1
36272463,male,30-49,democrat,clinton,VA,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,1,1.0
36272463,male,30-49,democrat,clinton,VA,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
36272463,male,30-49,democrat,clinton,VA,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,1,1
18785646,female,30-49,democrat,sanders,NY,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,2,2
18785646,female,30-49,democrat,sanders,NY,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,2,2
18785646,female,30-49,democrat,sanders,NY,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,2,2
18785646,female,30-49,democrat,sanders,NY,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,0,-1
18785646,female,30-49,democrat,sanders,NY,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,1,1
18785646,female,30-49,democrat,sanders,NY,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,0,-1.0
18785646,female,30-49,democrat,sanders,NY,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
18785646,female,30-49,democrat,sanders,NY,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,0,1
24170547,male,64+,independent_other,trump,NJ,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,1,-1
24170547,male,64+,independent_other,trump,NJ,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,0,0
24170547,male,64+,independent_other,trump,NJ,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,-1,-1
24170547,male,64+,independent_other,trump,NJ,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,-2,-2
24170547,male,64+,independent_other,trump,NJ,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,-1,0
24170547,male,64+,independent_other,trump,NJ,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,0,0.0
24170547,male,64+,independent_other,trump,NJ,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
24170547,male,64+,independent_other,trump,NJ,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,0,-2
36979264,male,18-29,republican,trump,TX,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,1,2
36979264,male,18-29,republican,trump,TX,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,-1,0
36979264,male,18-29,republican,trump,TX,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,0,0
36979264,male,18-29,republican,trump,TX,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,-1,1
36979264,male,18-29,republican,trump,TX,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,-1,0
36979264,male,18-29,republican,trump,TX,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,1,1.0
36979264,male,18-29,republican,trump,TX,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,-1,0.0
36979264,male,18-29,republican,trump,TX,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,1,1
36858304,male,18-29,democrat,clinton,CA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,nooooone,cruz,11.8,1,2,1
36858304,male,18-29,democrat,clinton,CA,"Sanders tours Roosevelt site, says Bation can learn from FDR",nooooone,sanders,14.1,1,0,1
36858304,male,18-29,democrat,clinton,CA,The Latest: Sanders says Trump campaign based on division,nooooone,sanders,8,0,1,1
36858304,male,18-29,democrat,clinton,CA,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,nooooone,clinton,7.5,0,2,2
36858304,male,18-29,democrat,clinton,CA,Trump not backing down from Fox debate boycott,nooooone,trump,11.7,1,-1,-1
36858304,male,18-29,democrat,clinton,CA,The Latest: Bible prominent in Final Cruz Pitches to Voters,nooooone,cruz,7.9,0,-1,-1.0
36858304,male,18-29,democrat,clinton,CA,FACT CHECK: Audio refutes Trump's claim on China tariff,nooooone,trump,5.8,0,1,1.0
36858304,male,18-29,democrat,clinton,CA,"Clinton Allies Forming Group to Protect, Register Voters",nooooone,clinton,14.2,1,2,2
32695853,male,18-29,democrat,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
32695853,male,18-29,democrat,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,2,1
32695853,male,18-29,democrat,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,2,1
32695853,male,18-29,democrat,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
32695853,male,18-29,democrat,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,-1,1
32695853,male,18-29,democrat,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,1.0
32695853,male,18-29,democrat,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,0,1.0
32695853,male,18-29,democrat,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
34098234,male,18-29,democrat,sanders,UT,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,0,0
34098234,male,18-29,democrat,sanders,UT,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,0
34098234,male,18-29,democrat,sanders,UT,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,0,0
34098234,male,18-29,democrat,sanders,UT,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,2,1
34098234,male,18-29,democrat,sanders,UT,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,-2,0
34098234,male,18-29,democrat,sanders,UT,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,-1,1.0
34098234,male,18-29,democrat,sanders,UT,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,0,-1.0
34098234,male,18-29,democrat,sanders,UT,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,0,1
29363385,male,18-29,democrat,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,2
29363385,male,18-29,democrat,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,2
29363385,male,18-29,democrat,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,2,2
29363385,male,18-29,democrat,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,2
29363385,male,18-29,democrat,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,0,2
29363385,male,18-29,democrat,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,0,2.0
29363385,male,18-29,democrat,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,2.0
29363385,male,18-29,democrat,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,2
33435788,male,18-29,democrat,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,0,1
33435788,male,18-29,democrat,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
33435788,male,18-29,democrat,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,2,1
33435788,male,18-29,democrat,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,0,1
33435788,male,18-29,democrat,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,1
33435788,male,18-29,democrat,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,-1,1.0
33435788,male,18-29,democrat,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,0,1.0
33435788,male,18-29,democrat,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
30941227,male,18-29,no_affiliation,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,2
30941227,male,18-29,no_affiliation,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,2
30941227,male,18-29,no_affiliation,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,2
30941227,male,18-29,no_affiliation,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,2,2
30941227,male,18-29,no_affiliation,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,2
30941227,male,18-29,no_affiliation,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,2.0
30941227,male,18-29,no_affiliation,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,0,1.0
30941227,male,18-29,no_affiliation,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,2
33467170,male,18-29,no_affiliation,sanders,WV,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
33467170,male,18-29,no_affiliation,sanders,WV,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,2,2
33467170,male,18-29,no_affiliation,sanders,WV,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,0,0
33467170,male,18-29,no_affiliation,sanders,WV,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,0,-1
33467170,male,18-29,no_affiliation,sanders,WV,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,-1,-1
33467170,male,18-29,no_affiliation,sanders,WV,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,1.0
33467170,male,18-29,no_affiliation,sanders,WV,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,2,2.0
33467170,male,18-29,no_affiliation,sanders,WV,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,0,-1
36939273,male,18-29,republican,trump,TX,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
36939273,male,18-29,republican,trump,TX,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,0,2
36939273,male,18-29,republican,trump,TX,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,2
36939273,male,18-29,republican,trump,TX,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
36939273,male,18-29,republican,trump,TX,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,2
36939273,male,18-29,republican,trump,TX,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,0,0.0
36939273,male,18-29,republican,trump,TX,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,1.0
36939273,male,18-29,republican,trump,TX,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
6579519,female,30-49,democrat,clinton,OH,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
6579519,female,30-49,democrat,clinton,OH,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
6579519,female,30-49,democrat,clinton,OH,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,1
6579519,female,30-49,democrat,clinton,OH,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
6579519,female,30-49,democrat,clinton,OH,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,1
6579519,female,30-49,democrat,clinton,OH,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,1.0
6579519,female,30-49,democrat,clinton,OH,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,1.0
6579519,female,30-49,democrat,clinton,OH,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
33018272,male,18-29,democrat,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,1
33018272,male,18-29,democrat,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,1
33018272,male,18-29,democrat,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,0,1
33018272,male,18-29,democrat,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,1,1
33018272,male,18-29,democrat,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,1
33018272,male,18-29,democrat,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,1.0
33018272,male,18-29,democrat,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,0,1.0
33018272,male,18-29,democrat,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,0,1
30321275,male,18-29,democrat,sanders,DE,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,2
30321275,male,18-29,democrat,sanders,DE,"Sanders tours Roosevelt site, says Bation can learn from FDR",the Associated Press,sanders,14.1,1,1,2
30321275,male,18-29,democrat,sanders,DE,The Latest: Sanders says Trump campaign based on division,the Associated Press,sanders,8,0,1,2
30321275,male,18-29,democrat,sanders,DE,The Latest: Clinton Vows ‘top-to-bottom review’ of Gov’t,the Associated Press,clinton,7.5,0,2,1
30321275,male,18-29,democrat,sanders,DE,Trump not backing down from Fox debate boycott,the Associated Press,trump,11.7,1,1,2
30321275,male,18-29,democrat,sanders,DE,The Latest: Bible prominent in Final Cruz Pitches to Voters,the Associated Press,cruz,7.9,0,1,2.0
30321275,male,18-29,democrat,sanders,DE,FACT CHECK: Audio refutes Trump's claim on China tariff,the Associated Press,trump,5.8,0,1,1.0
30321275,male,18-29,democrat,sanders,DE,"Clinton Allies Forming Group to Protect, Register Voters",the Associated Press,clinton,14.2,1,1,1
32672123,male,30-49,democrat,clinton,CA,Cruz Looks to Shore Up Support Among Iowa Evangelicals,the Associated Press,cruz,11.8,1,1,2
