,worker_id,gender,age,party,voting_for,state,source,candidate,flesch,is_complex,fair,trust,match
910,24449254,male,30-49,democrat,clinton,OH,CNN,trump,5.8,0,2,2.0,1
911,24449254,male,30-49,democrat,clinton,OH,CNN,clinton,14.2,1,2,2.0,1
928,36769469,female,18-29,democrat,sanders,MO,CNN,cruz,11.8,1,1,2.0,1
929,36769469,female,18-29,democrat,sanders,MO,CNN,sanders,14.1,1,1,1.0,1
930,36769469,female,18-29,democrat,sanders,MO,CNN,sanders,8.0,0,0,1.0,1
931,36769469,female,18-29,democrat,sanders,MO,CNN,clinton,7.5,0,0,0.0,1
932,36769469,female,18-29,democrat,sanders,MO,CNN,trump,11.7,1,1,1.0,1
933,36769469,female,18-29,democrat,sanders,MO,CNN,cruz,7.9,0,1,1.0,1
934,36769469,female,18-29,democrat,sanders,MO,CNN,trump,5.8,0,2,2.0,1
935,36769469,female,18-29,democrat,sanders,MO,CNN,clinton,14.2,1,1,1.0,1
936,33591819,male,18-29,democrat,clinton,GA,CNN,cruz,11.8,1,2,1.0,1
937,33591819,male,18-29,democrat,clinton,GA,CNN,sanders,14.1,1,1,-1.0,1
938,33591819,male,18-29,democrat,clinton,GA,CNN,sanders,8.0,0,1,0.0,1
939,33591819,male,18-29,democrat,clinton,GA,CNN,clinton,7.5,0,2,2.0,1
940,33591819,male,18-29,democrat,clinton,GA,CNN,trump,11.7,1,2,1.0,1
941,33591819,male,18-29,democrat,clinton,GA,CNN,cruz,7.9,0,0,0.0,1
942,33591819,male,18-29,democrat,clinton,GA,CNN,trump,5.8,0,1,1.0,1
943,33591819,male,18-29,democrat,clinton,GA,CNN,clinton,14.2,1,1,1.0,1
952,33973207,other,30-49,republican,cruz,IL,CNN,cruz,11.8,1,1,1.0,0
953,33973207,other,30-49,republican,cruz,IL,CNN,sanders,14.1,1,1,1.0,0
954,33973207,other,30-49,republican,cruz,IL,CNN,sanders,8.0,0,0,0.0,0
955,33973207,other,30-49,republican,cruz,IL,CNN,clinton,7.5,0,0,0.0,0
956,33973207,other,30-49,republican,cruz,IL,CNN,trump,11.7,1,1,1.0,0
957,33973207,other,30-49,republican,cruz,IL,CNN,cruz,7.9,0,1,1.0,0
958,33973207,other,30-49,republican,cruz,IL,CNN,trump,5.8,0,1,1.0,0
959,33973207,other,30-49,republican,cruz,IL,CNN,clinton,14.2,1,0,0.0,0
960,37285861,male,18-29,republican,sanders,NY,CNN,cruz,11.8,1,0,2.0,0
961,37285861,male,18-29,republican,sanders,NY,CNN,sanders,14.1,1,-1,-2.0,0
962,37285861,male,18-29,republican,sanders,NY,CNN,sanders,8.0,0,0,1.0,0
963,37285861,male,18-29,republican,sanders,NY,CNN,clinton,7.5,0,-2,-1.0,0
964,37285861,male,18-29,republican,sanders,NY,CNN,trump,11.7,1,1,0.0,0
965,37285861,male,18-29,republican,sanders,NY,CNN,cruz,7.9,0,0,-1.0,0
966,37285861,male,18-29,republican,sanders,NY,CNN,trump,5.8,0,2,1.0,0
967,37285861,male,18-29,republican,sanders,NY,CNN,clinton,14.2,1,-1,-2.0,0
992,35547644,male,18-29,democrat,clinton,VA,CNN,cruz,11.8,1,1,1.0,1
993,35547644,male,18-29,democrat,clinton,VA,CNN,sanders,14.1,1,1,2.0,1
994,35547644,male,18-29,democrat,clinton,VA,CNN,sanders,8.0,0,1,0.0,1
995,35547644,male,18-29,democrat,clinton,VA,CNN,clinton,7.5,0,1,1.0,1
996,35547644,male,18-29,democrat,clinton,VA,CNN,trump,11.7,1,1,2.0,1
997,35547644,male,18-29,democrat,clinton,VA,CNN,cruz,7.9,0,1,1.0,1
998,35547644,male,18-29,democrat,clinton,VA,CNN,trump,5.8,0,1,1.0,1
999,35547644,male,18-29,democrat,clinton,VA,CNN,clinton,14.2,1,2,2.0,1
1000,36882579,male,30-49,democrat,clinton,CA,CNN,cruz,11.8,1,1,1.0,1
1001,36882579,male,30-49,democrat,clinton,CA,CNN,sanders,14.1,1,1,2.0,1
1002,36882579,male,30-49,democrat,clinton,CA,CNN,sanders,8.0,0,2,2.0,1
1003,36882579,male,30-49,democrat,clinton,CA,CNN,clinton,7.5,0,0,1.0,1
1004,36882579,male,30-49,democrat,clinton,CA,CNN,trump,11.7,1,1,1.0,1
1005,36882579,male,30-49,democrat,clinton,CA,CNN,cruz,7.9,0,1,1.0,1
1006,36882579,male,30-49,democrat,clinton,CA,CNN,trump,5.8,0,1,0.0,1
1007,36882579,male,30-49,democrat,clinton,CA,CNN,clinton,14.2,1,1,1.0,1
1008,33280016,female,18-29,democrat,other,VA,CNN,cruz,11.8,1,1,1.0,1
1009,33280016,female,18-29,democrat,other,VA,CNN,sanders,14.1,1,-1,0.0,1
1010,33280016,female,18-29,democrat,other,VA,CNN,sanders,8.0,0,-1,0.0,1
1011,33280016,female,18-29,democrat,other,VA,CNN,clinton,7.5,0,1,1.0,1
1012,33280016,female,18-29,democrat,other,VA,CNN,trump,11.7,1,1,1.0,1
1013,33280016,female,18-29,democrat,other,VA,CNN,cruz,7.9,0,0,0.0,1
1014,33280016,female,18-29,democrat,other,VA,CNN,trump,5.8,0,2,0.0,1
1015,33280016,female,18-29,democrat,other,VA,CNN,clinton,14.2,1,-1,-1.0,1
1016,37258822,female,18-29,democrat,clinton,CA,CNN,cruz,11.8,1,-1,1.0,1
1017,37258822,female,18-29,democrat,clinton,CA,CNN,sanders,14.1,1,1,0.0,1
1018,37258822,female,18-29,democrat,clinton,CA,CNN,sanders,8.0,0,1,1.0,1
1019,37258822,female,18-29,democrat,clinton,CA,CNN,clinton,7.5,0,2,1.0,1
1020,37258822,female,18-29,democrat,clinton,CA,CNN,trump,11.7,1,-1,0.0,1
1021,37258822,female,18-29,democrat,clinton,CA,CNN,cruz,7.9,0,1,1.0,1
1022,37258822,female,18-29,democrat,clinton,CA,CNN,trump,5.8,0,1,1.0,1
1023,37258822,female,18-29,democrat,clinton,CA,CNN,clinton,14.2,1,2,1.0,1
1024,36953641,female,30-49,republican,cruz,TX,CNN,cruz,11.8,1,0,1.0,0
1025,36953641,female,30-49,republican,cruz,TX,CNN,sanders,14.1,1,1,1.0,0
1026,36953641,female,30-49,republican,cruz,TX,CNN,sanders,8.0,0,-1,0.0,0
1027,36953641,female,30-49,republican,cruz,TX,CNN,clinton,7.5,0,1,1.0,0
1028,36953641,female,30-49,republican,cruz,TX,CNN,trump,11.7,1,0,0.0,0
1029,36953641,female,30-49,republican,cruz,TX,CNN,cruz,7.9,0,1,1.0,0
1030,36953641,female,30-49,republican,cruz,TX,CNN,trump,5.8,0,1,1.0,0
1031,36953641,female,30-49,republican,cruz,TX,CNN,clinton,14.2,1,-1,0.0,0
1032,9557163,female,18-29,democrat,sanders,IL,CNN,cruz,11.8,1,0,0.0,1
1033,9557163,female,18-29,democrat,sanders,IL,CNN,sanders,14.1,1,0,0.0,1
1034,9557163,female,18-29,democrat,sanders,IL,CNN,sanders,8.0,0,0,0.0,1
1035,9557163,female,18-29,democrat,sanders,IL,CNN,clinton,7.5,0,0,0.0,1
1036,9557163,female,18-29,democrat,sanders,IL,CNN,trump,11.7,1,0,0.0,1
1037,9557163,female,18-29,democrat,sanders,IL,CNN,cruz,7.9,0,0,0.0,1
1038,9557163,female,18-29,democrat,sanders,IL,CNN,trump,5.8,0,0,0.0,1
1039,9557163,female,18-29,democrat,sanders,IL,CNN,clinton,14.2,1,0,0.0,1
1048,30724653,male,18-29,democrat,sanders,CA,CNN,cruz,11.8,1,0,0.0,1
1049,30724653,male,18-29,democrat,sanders,CA,CNN,sanders,14.1,1,0,0.0,1
1050,30724653,male,18-29,democrat,sanders,CA,CNN,sanders,8.0,0,0,0.0,1
1051,30724653,male,18-29,democrat,sanders,CA,CNN,clinton,7.5,0,0,0.0,1
1052,30724653,male,18-29,democrat,sanders,CA,CNN,trump,11.7,1,0,0.0,1
1053,30724653,male,18-29,democrat,sanders,CA,CNN,cruz,7.9,0,0,0.0,1
1054,30724653,male,18-29,democrat,sanders,CA,CNN,trump,5.8,0,0,0.0,1
1055,30724653,male,18-29,democrat,sanders,CA,CNN,clinton,14.2,1,0,0.0,1
1080,2112439,female,18-29,republican,cruz,OK,CNN,cruz,11.8,1,2,2.0,0
1081,2112439,female,18-29,republican,cruz,OK,CNN,sanders,14.1,1,2,2.0,0
1082,2112439,female,18-29,republican,cruz,OK,CNN,sanders,8.0,0,2,2.0,0
1083,2112439,female,18-29,republican,cruz,OK,CNN,clinton,7.5,0,2,2.0,0
1084,2112439,female,18-29,republican,cruz,OK,CNN,trump,11.7,1,2,2.0,0
1085,2112439,female,18-29,republican,cruz,OK,CNN,cruz,7.9,0,2,2.0,0
1086,2112439,female,18-29,republican,cruz,OK,CNN,trump,5.8,0,2,2.0,0
1087,2112439,female,18-29,republican,cruz,OK,CNN,clinton,14.2,1,2,2.0,0
1088,36657816,male,18-29,democrat,clinton,MN,Fox News,cruz,11.8,1,1,2.0,0
1089,36657816,male,18-29,democrat,clinton,MN,Fox News,sanders,14.1,1,1,1.0,0
1090,36657816,male,18-29,democrat,clinton,MN,Fox News,sanders,8.0,0,0,-1.0,0
1091,36657816,male,18-29,democrat,clinton,MN,Fox News,clinton,7.5,0,-1,-1.0,0
1092,36657816,male,18-29,democrat,clinton,MN,Fox News,trump,11.7,1,0,0.0,0
1093,36657816,male,18-29,democrat,clinton,MN,Fox News,cruz,7.9,0,-2,-2.0,0
1094,36657816,male,18-29,democrat,clinton,MN,Fox News,trump,5.8,0,-1,-1.0,0
1095,36657816,male,18-29,democrat,clinton,MN,Fox News,clinton,14.2,1,1,1.0,0
1104,31424895,male,18-29,republican,kasich,OR,Fox News,cruz,11.8,1,0,1.0,1
1105,31424895,male,18-29,republican,kasich,OR,Fox News,sanders,14.1,1,0,0.0,1
1106,31424895,male,18-29,republican,kasich,OR,Fox News,sanders,8.0,0,2,2.0,1
1107,31424895,male,18-29,republican,kasich,OR,Fox News,clinton,7.5,0,1,1.0,1
1108,31424895,male,18-29,republican,kasich,OR,Fox News,trump,11.7,1,0,0.0,1
1109,31424895,male,18-29,republican,kasich,OR,Fox News,cruz,7.9,0,-1,-1.0,1
1110,31424895,male,18-29,republican,kasich,OR,Fox News,trump,5.8,0,2,-1.0,1
1111,31424895,male,18-29,republican,kasich,OR,Fox News,clinton,14.2,1,1,0.0,1
1112,31063905,female,18-29,democrat,sanders,NY,Fox News,cruz,11.8,1,1,-1.0,0
1113,31063905,female,18-29,democrat,sanders,NY,Fox News,sanders,14.1,1,2,-1.0,0
1114,31063905,female,18-29,democrat,sanders,NY,Fox News,sanders,8.0,0,1,-1.0,0
1115,31063905,female,18-29,democrat,sanders,NY,Fox News,clinton,7.5,0,-1,-1.0,0
1116,31063905,female,18-29,democrat,sanders,NY,Fox News,trump,11.7,1,0,-1.0,0
1117,31063905,female,18-29,democrat,sanders,NY,Fox News,cruz,7.9,0,1,-1.0,0
1118,31063905,female,18-29,democrat,sanders,NY,Fox News,trump,5.8,0,0,-2.0,0
1119,31063905,female,18-29,democrat,sanders,NY,Fox News,clinton,14.2,1,1,-1.0,0
1120,31834299,male,18-29,republican,trump,FL,Fox News,cruz,11.8,1,1,1.0,1
1121,31834299,male,18-29,republican,trump,FL,Fox News,sanders,14.1,1,0,0.0,1
1122,31834299,male,18-29,republican,trump,FL,Fox News,sanders,8.0,0,-2,-2.0,1
1123,31834299,male,18-29,republican,trump,FL,Fox News,clinton,7.5,0,0,1.0,1
1124,31834299,male,18-29,republican,trump,FL,Fox News,trump,11.7,1,2,2.0,1
1125,31834299,male,18-29,republican,trump,FL,Fox News,cruz,7.9,0,1,2.0,1
1126,31834299,male,18-29,republican,trump,FL,Fox News,trump,5.8,0,-1,-2.0,1
1127,31834299,male,18-29,republican,trump,FL,Fox News,clinton,14.2,1,1,0.0,1
1128,24329110,male,50-64,democrat,not_voting,FL,Fox News,cruz,11.8,1,0,1.0,0
1129,24329110,male,50-64,democrat,not_voting,FL,Fox News,sanders,14.1,1,0,0.0,0
1130,24329110,male,50-64,democrat,not_voting,FL,Fox News,sanders,8.0,0,1,0.0,0
1131,24329110,male,50-64,democrat,not_voting,FL,Fox News,clinton,7.5,0,1,0.0,0
1132,24329110,male,50-64,democrat,not_voting,FL,Fox News,trump,11.7,1,0,0.0,0
1133,24329110,male,50-64,democrat,not_voting,FL,Fox News,cruz,7.9,0,0,0.0,0
1134,24329110,male,50-64,democrat,not_voting,FL,Fox News,trump,5.8,0,1,0.0,0
1135,24329110,male,50-64,democrat,not_voting,FL,Fox News,clinton,14.2,1,0,0.0,0
1136,35059719,male,18-29,democrat,not_voting,NY,Fox News,cruz,11.8,1,2,1.0,0
1137,35059719,male,18-29,democrat,not_voting,NY,Fox News,sanders,14.1,1,0,2.0,0
1138,35059719,male,18-29,democrat,not_voting,NY,Fox News,sanders,8.0,0,1,1.0,0
1139,35059719,male,18-29,democrat,not_voting,NY,Fox News,clinton,7.5,0,2,1.0,0
1140,35059719,male,18-29,democrat,not_voting,NY,Fox News,trump,11.7,1,0,1.0,0
1141,35059719,male,18-29,democrat,not_voting,NY,Fox News,cruz,7.9,0,2,2.0,0
1142,35059719,male,18-29,democrat,not_voting,NY,Fox News,trump,5.8,0,1,1.0,0
1143,35059719,male,18-29,democrat,not_voting,NY,Fox News,clinton,14.2,1,2,1.0,0
1144,18775949,male,18-29,democrat,sanders,OH,Fox News,cruz,11.8,1,1,0.0,0
1145,18775949,male,18-29,democrat,sanders,OH,Fox News,sanders,14.1,1,1,1.0,0
1146,18775949,male,18-29,democrat,sanders,OH,Fox News,sanders,8.0,0,0,0.0,0
1147,18775949,male,18-29,democrat,sanders,OH,Fox News,clinton,7.5,0,0,-1.0,0
1148,18775949,male,18-29,democrat,sanders,OH,Fox News,trump,11.7,1,1,0.0,0
1149,18775949,male,18-29,democrat,sanders,OH,Fox News,cruz,7.9,0,1,1.0,0
1150,18775949,male,18-29,democrat,sanders,OH,Fox News,trump,5.8,0,1,0.0,0
1151,18775949,male,18-29,democrat,sanders,OH,Fox News,clinton,14.2,1,0,-1.0,0
1160,25295869,male,64+,democrat,clinton,VA,Fox News,cruz,11.8,1,1,1.0,0
1161,25295869,male,64+,democrat,clinton,VA,Fox News,sanders,14.1,1,1,1.0,0
1162,25295869,male,64+,democrat,clinton,VA,Fox News,sanders,8.0,0,1,1.0,0
1163,25295869,male,64+,democrat,clinton,VA,Fox News,clinton,7.5,0,1,1.0,0
1164,25295869,male,64+,democrat,clinton,VA,Fox News,trump,11.7,1,1,1.0,0
1165,25295869,male,64+,democrat,clinton,VA,Fox News,cruz,7.9,0,1,1.0,0
1166,25295869,male,64+,democrat,clinton,VA,Fox News,trump,5.8,0,1,1.0,0
1167,25295869,male,64+,democrat,clinton,VA,Fox News,clinton,14.2,1,1,1.0,0
1176,33110177,male,30-49,democrat,clinton,NY,Fox News,cruz,11.8,1,2,2.0,0
1177,33110177,male,30-49,democrat,clinton,NY,Fox News,sanders,14.1,1,1,2.0,0
1178,33110177,male,30-49,democrat,clinton,NY,Fox News,sanders,8.0,0,2,2.0,0
1179,33110177,male,30-49,democrat,clinton,NY,Fox News,clinton,7.5,0,2,2.0,0
1180,33110177,male,30-49,democrat,clinton,NY,Fox News,trump,11.7,1,1,2.0,0
1181,33110177,male,30-49,democrat,clinton,NY,Fox News,cruz,7.9,0,2,2.0,0
1182,33110177,male,30-49,democrat,clinton,NY,Fox News,trump,5.8,0,1,1.0,0
1183,33110177,male,30-49,democrat,clinton,NY,Fox News,clinton,14.2,1,2,2.0,0
1184,5687433,male,30-49,republican,trump,CO,Fox News,cruz,11.8,1,1,1.0,1
1185,5687433,male,30-49,republican,trump,CO,Fox News,sanders,14.1,1,1,1.0,1
1186,5687433,male,30-49,republican,trump,CO,Fox News,sanders,8.0,0,-1,1.0,1
1187,5687433,male,30-49,republican,trump,CO,Fox News,clinton,7.5,0,1,1.0,1
1188,5687433,male,30-49,republican,trump,CO,Fox News,trump,11.7,1,1,1.0,1
1189,5687433,male,30-49,republican,trump,CO,Fox News,cruz,7.9,0,1,1.0,1
1190,5687433,male,30-49,republican,trump,CO,Fox News,trump,5.8,0,-1,0.0,1
1191,5687433,male,30-49,republican,trump,CO,Fox News,clinton,14.2,1,0,0.0,1
1192,9210219,female,30-49,democrat,clinton,TX,Fox News,cruz,11.8,1,1,0.0,0
1193,9210219,female,30-49,democrat,clinton,TX,Fox News,sanders,14.1,1,-1,1.0,0
1194,9210219,female,30-49,democrat,clinton,TX,Fox News,sanders,8.0,0,1,1.0,0
1195,9210219,female,30-49,democrat,clinton,TX,Fox News,clinton,7.5,0,1,0.0,0
1196,9210219,female,30-49,democrat,clinton,TX,Fox News,trump,11.7,1,-1,1.0,0
1197,9210219,female,30-49,democrat,clinton,TX,Fox News,cruz,7.9,0,-1,-2.0,0
1198,9210219,female,30-49,democrat,clinton,TX,Fox News,trump,5.8,0,1,1.0,0
1199,9210219,female,30-49,democrat,clinton,TX,Fox News,clinton,14.2,1,1,1.0,0
1200,35440905,male,18-29,democrat,clinton,NY,Fox News,cruz,11.8,1,1,1.0,0
1201,35440905,male,18-29,democrat,clinton,NY,Fox News,sanders,14.1,1,1,1.0,0
1202,35440905,male,18-29,democrat,clinton,NY,Fox News,sanders,8.0,0,1,0.0,0
1203,35440905,male,18-29,democrat,clinton,NY,Fox News,clinton,7.5,0,1,1.0,0
1204,35440905,male,18-29,democrat,clinton,NY,Fox News,trump,11.7,1,1,1.0,0
1205,35440905,male,18-29,democrat,clinton,NY,Fox News,cruz,7.9,0,1,1.0,0
1206,35440905,male,18-29,democrat,clinton,NY,Fox News,trump,5.8,0,1,1.0,0
1207,35440905,male,18-29,democrat,clinton,NY,Fox News,clinton,14.2,1,1,1.0,0
1224,6348382,female,18-29,democrat,sanders,CA,Fox News,cruz,11.8,1,0,1.0,0
1225,6348382,female,18-29,democrat,sanders,CA,Fox News,sanders,14.1,1,2,1.0,0
1226,6348382,female,18-29,democrat,sanders,CA,Fox News,sanders,8.0,0,1,1.0,0
1227,6348382,female,18-29,democrat,sanders,CA,Fox News,clinton,7.5,0,1,1.0,0
1228,6348382,female,18-29,democrat,sanders,CA,Fox News,trump,11.7,1,1,0.0,0
1229,6348382,female,18-29,democrat,sanders,CA,Fox News,cruz,7.9,0,1,1.0,0
1230,6348382,female,18-29,democrat,sanders,CA,Fox News,trump,5.8,0,0,1.0,0
1231,6348382,female,18-29,democrat,sanders,CA,Fox News,clinton,14.2,1,0,1.0,0
1240,36461899,male,18-29,republican,cruz,NY,Fox News,cruz,11.8,1,-1,2.0,1
1241,36461899,male,18-29,republican,cruz,NY,Fox News,sanders,14.1,1,-1,2.0,1
1242,36461899,male,18-29,republican,cruz,NY,Fox News,sanders,8.0,0,-1,0.0,1
1243,36461899,male,18-29,republican,cruz,NY,Fox News,clinton,7.5,0,-2,0.0,1
1244,36461899,male,18-29,republican,cruz,NY,Fox News,trump,11.7,1,2,-2.0,1
1245,36461899,male,18-29,republican,cruz,NY,Fox News,cruz,7.9,0,0,-1.0,1
1246,36461899,male,18-29,republican,cruz,NY,Fox News,trump,5.8,0,2,1.0,1
1247,36461899,male,18-29,republican,cruz,NY,Fox News,clinton,14.2,1,-1,-2.0,1
1256,34908651,male,30-49,democrat,clinton,CA,Fox News,cruz,11.8,1,1,0.0,0
1257,34908651,male,30-49,democrat,clinton,CA,Fox News,sanders,14.1,1,0,0.0,0
1258,34908651,male,30-49,democrat,clinton,CA,Fox News,sanders,8.0,0,1,1.0,0
1259,34908651,male,30-49,democrat,clinton,CA,Fox News,clinton,7.5,0,1,1.0,0
1260,34908651,male,30-49,democrat,clinton,CA,Fox News,trump,11.7,1,-1,-1.0,0
1261,34908651,male,30-49,democrat,clinton,CA,Fox News,cruz,7.9,0,1,1.0,0
1262,34908651,male,30-49,democrat,clinton,CA,Fox News,trump,5.8,0,0,0.0,0
1263,34908651,male,30-49,democrat,clinton,CA,Fox News,clinton,14.2,1,1,1.0,0
1264,35062248,female,30-49,republican,trump,CA,Fox News,cruz,11.8,1,0,0.0,1
1265,35062248,female,30-49,republican,trump,CA,Fox News,sanders,14.1,1,0,0.0,1
1266,35062248,female,30-49,republican,trump,CA,Fox News,sanders,8.0,0,-1,-1.0,1
1267,35062248,female,30-49,republican,trump,CA,Fox News,clinton,7.5,0,-1,-1.0,1
1268,35062248,female,30-49,republican,trump,CA,Fox News,trump,11.7,1,1,1.0,1
1269,35062248,female,30-49,republican,trump,CA,Fox News,cruz,7.9,0,1,1.0,1
1270,35062248,female,30-49,republican,trump,CA,Fox News,trump,5.8,0,1,1.0,1
1271,35062248,female,30-49,republican,trump,CA,Fox News,clinton,14.2,1,-1,-1.0,1
