,worker_id,gender,age,party,voting_for,state,source,candidate,flesch,is_complex,fair,trust,match
435,20512953,female,30-49,democrat,clinton,CA,Fox News,clinton,7.5,0,2,1.0,0
436,20512953,female,30-49,democrat,clinton,CA,Fox News,trump,11.7,1,0,0.0,0
437,20512953,female,30-49,democrat,clinton,CA,Fox News,cruz,7.9,0,-1,0.0,0
438,20512953,female,30-49,democrat,clinton,CA,Fox News,trump,5.8,0,1,1.0,0
439,20512953,female,30-49,democrat,clinton,CA,Fox News,clinton,14.2,1,0,1.0,0
440,35920592,male,18-29,democrat,clinton,NY,Fox News,cruz,11.8,1,-1,0.0,0
441,35920592,male,18-29,democrat,clinton,NY,Fox News,sanders,14.1,1,-1,-1.0,0
442,35920592,male,18-29,democrat,clinton,NY,Fox News,sanders,8.0,0,-2,-1.0,0
443,35920592,male,18-29,democrat,clinton,NY,Fox News,clinton,7.5,0,1,0.0,0
444,35920592,male,18-29,democrat,clinton,NY,Fox News,trump,11.7,1,0,0.0,0
445,35920592,male,18-29,democrat,clinton,NY,Fox News,cruz,7.9,0,-1,-1.0,0
446,35920592,male,18-29,democrat,clinton,NY,Fox News,trump,5.8,0,1,0.0,0
447,35920592,male,18-29,democrat,clinton,NY,Fox News,clinton,14.2,1,1,1.0,0
456,35921003,male,18-29,democrat,clinton,NY,Fox News,cruz,11.8,1,-1,0.0,0
457,35921003,male,18-29,democrat,clinton,NY,Fox News,sanders,14.1,1,-1,0.0,0
458,35921003,male,18-29,democrat,clinton,NY,Fox News,sanders,8.0,0,-1,0.0,0
459,35921003,male,18-29,democrat,clinton,NY,Fox News,clinton,7.5,0,1,1.0,0
460,35921003,male,18-29,democrat,clinton,NY,Fox News,trump,11.7,1,-1,-1.0,0
461,35921003,male,18-29,democrat,clinton,NY,Fox News,cruz,7.9,0,-1,0.0,0
462,35921003,male,18-29,democrat,clinton,NY,Fox News,trump,5.8,0,-1,0.0,0
463,35921003,male,18-29,democrat,clinton,NY,Fox News,clinton,14.2,1,1,0.0,0
464,9559045,female,30-49,republican,cruz,TX,Fox News,cruz,11.8,1,1,1.0,1
465,9559045,female,30-49,republican,cruz,TX,Fox News,sanders,14.1,1,1,1.0,1
466,9559045,female,30-49,republican,cruz,TX,Fox News,sanders,8.0,0,0,0.0,1
467,9559045,female,30-49,republican,cruz,TX,Fox News,clinton,7.5,0,0,0.0,1
468,9559045,female,30-49,republican,cruz,TX,Fox News,trump,11.7,1,0,0.0,1
469,9559045,female,30-49,republican,cruz,TX,Fox News,cruz,7.9,0,1,1.0,1
470,9559045,female,30-49,republican,cruz,TX,Fox News,trump,5.8,0,0,0.0,1
471,9559045,female,30-49,republican,cruz,TX,Fox News,clinton,14.2,1,0,0.0,1
488,21088425,female,50-64,democrat,clinton,MI,Fox News,cruz,11.8,1,1,2.0,0
489,21088425,female,50-64,democrat,clinton,MI,Fox News,sanders,14.1,1,1,2.0,0
490,21088425,female,50-64,democrat,clinton,MI,Fox News,sanders,8.0,0,-1,0.0,0
491,21088425,female,50-64,democrat,clinton,MI,Fox News,clinton,7.5,0,0,0.0,0
492,21088425,female,50-64,democrat,clinton,MI,Fox News,trump,11.7,1,1,1.0,0
493,21088425,female,50-64,democrat,clinton,MI,Fox News,cruz,7.9,0,1,2.0,0
494,21088425,female,50-64,democrat,clinton,MI,Fox News,trump,5.8,0,1,1.0,0
495,21088425,female,50-64,democrat,clinton,MI,Fox News,clinton,14.2,1,1,1.0,0
504,27770607,male,30-49,republican,kasich,TX,Fox News,cruz,11.8,1,2,2.0,1
505,27770607,male,30-49,republican,kasich,TX,Fox News,sanders,14.1,1,1,2.0,1
506,27770607,male,30-49,republican,kasich,TX,Fox News,sanders,8.0,0,1,2.0,1
507,27770607,male,30-49,republican,kasich,TX,Fox News,clinton,7.5,0,1,1.0,1
508,27770607,male,30-49,republican,kasich,TX,Fox News,trump,11.7,1,2,2.0,1
509,27770607,male,30-49,republican,kasich,TX,Fox News,cruz,7.9,0,2,2.0,1
510,27770607,male,30-49,republican,kasich,TX,Fox News,trump,5.8,0,1,1.0,1
511,27770607,male,30-49,republican,kasich,TX,Fox News,clinton,14.2,1,1,2.0,1
520,1890003,female,30-49,democrat,clinton,NY,&nbsp;,cruz,11.8,1,-1,-1.0,-1
521,1890003,female,30-49,democrat,clinton,NY,&nbsp;,sanders,14.1,1,0,0.0,-1
522,1890003,female,30-49,democrat,clinton,NY,&nbsp;,sanders,8.0,0,1,1.0,-1
523,1890003,female,30-49,democrat,clinton,NY,&nbsp;,clinton,7.5,0,1,1.0,-1
524,1890003,female,30-49,democrat,clinton,NY,&nbsp;,trump,11.7,1,1,1.0,-1
525,1890003,female,30-49,democrat,clinton,NY,&nbsp;,cruz,7.9,0,0,-1.0,-1
526,1890003,female,30-49,democrat,clinton,NY,&nbsp;,trump,5.8,0,0,0.0,-1
527,1890003,female,30-49,democrat,clinton,NY,&nbsp;,clinton,14.2,1,0,0.0,-1
528,36273935,male,18-29,republican,trump,CA,&nbsp;,cruz,11.8,1,1,-1.0,-1
529,36273935,male,18-29,republican,trump,CA,&nbsp;,sanders,14.1,1,0,-1.0,-1
530,36273935,male,18-29,republican,trump,CA,&nbsp;,sanders,8.0,0,-1,0.0,-1
531,36273935,male,18-29,republican,trump,CA,&nbsp;,clinton,7.5,0,1,1.0,-1
532,36273935,male,18-29,republican,trump,CA,&nbsp;,trump,11.7,1,1,1.0,-1
533,36273935,male,18-29,republican,trump,CA,&nbsp;,cruz,7.9,0,0,-2.0,-1
534,36273935,male,18-29,republican,trump,CA,&nbsp;,trump,5.8,0,1,1.0,-1
535,36273935,male,18-29,republican,trump,CA,&nbsp;,clinton,14.2,1,0,0.0,-1
536,35570050,male,18-29,democrat,clinton,CA,&nbsp;,cruz,11.8,1,1,1.0,-1
537,35570050,male,18-29,democrat,clinton,CA,&nbsp;,sanders,14.1,1,-1,0.0,-1
538,35570050,male,18-29,democrat,clinton,CA,&nbsp;,sanders,8.0,0,1,1.0,-1
539,35570050,male,18-29,democrat,clinton,CA,&nbsp;,clinton,7.5,0,1,0.0,-1
540,35570050,male,18-29,democrat,clinton,CA,&nbsp;,trump,11.7,1,0,-1.0,-1
541,35570050,male,18-29,democrat,clinton,CA,&nbsp;,cruz,7.9,0,0,-1.0,-1
542,35570050,male,18-29,democrat,clinton,CA,&nbsp;,trump,5.8,0,1,1.0,-1
543,35570050,male,18-29,democrat,clinton,CA,&nbsp;,clinton,14.2,1,0,-1.0,-1
544,35607749,male,18-29,republican,trump,CA,&nbsp;,cruz,11.8,1,1,1.0,-1
545,35607749,male,18-29,republican,trump,CA,&nbsp;,sanders,14.1,1,-1,-1.0,-1
546,35607749,male,18-29,republican,trump,CA,&nbsp;,sanders,8.0,0,-1,-1.0,-1
547,35607749,male,18-29,republican,trump,CA,&nbsp;,clinton,7.5,0,0,0.0,-1
548,35607749,male,18-29,republican,trump,CA,&nbsp;,trump,11.7,1,1,1.0,-1
549,35607749,male,18-29,republican,trump,CA,&nbsp;,cruz,7.9,0,0,-1.0,-1
550,35607749,male,18-29,republican,trump,CA,&nbsp;,trump,5.8,0,-1,-1.0,-1
551,35607749,male,18-29,republican,trump,CA,&nbsp;,clinton,14.2,1,-1,0.0,-1
560,36747744,male,18-29,republican,cruz,TX,&nbsp;,cruz,11.8,1,1,0.0,-1
561,36747744,male,18-29,republican,cruz,TX,&nbsp;,sanders,14.1,1,1,1.0,-1
562,36747744,male,18-29,republican,cruz,TX,&nbsp;,sanders,8.0,0,-1,0.0,-1
563,36747744,male,18-29,republican,cruz,TX,&nbsp;,clinton,7.5,0,1,-1.0,-1
564,36747744,male,18-29,republican,cruz,TX,&nbsp;,trump,11.7,1,1,1.0,-1
565,36747744,male,18-29,republican,cruz,TX,&nbsp;,cruz,7.9,0,2,1.0,-1
566,36747744,male,18-29,republican,cruz,TX,&nbsp;,trump,5.8,0,0,2.0,-1
567,36747744,male,18-29,republican,cruz,TX,&nbsp;,clinton,14.2,1,0,1.0,-1
568,15445601,female,30-49,democrat,clinton,FL,&nbsp;,cruz,11.8,1,1,1.0,-1
569,15445601,female,30-49,democrat,clinton,FL,&nbsp;,sanders,14.1,1,1,1.0,-1
570,15445601,female,30-49,democrat,clinton,FL,&nbsp;,sanders,8.0,0,1,1.0,-1
571,15445601,female,30-49,democrat,clinton,FL,&nbsp;,clinton,7.5,0,1,1.0,-1
572,15445601,female,30-49,democrat,clinton,FL,&nbsp;,trump,11.7,1,1,1.0,-1
573,15445601,female,30-49,democrat,clinton,FL,&nbsp;,cruz,7.9,0,1,0.0,-1
574,15445601,female,30-49,democrat,clinton,FL,&nbsp;,trump,5.8,0,0,0.0,-1
575,15445601,female,30-49,democrat,clinton,FL,&nbsp;,clinton,14.2,1,1,1.0,-1
576,36302660,female,18-29,democrat,clinton,CA,&nbsp;,cruz,11.8,1,0,1.0,-1
577,36302660,female,18-29,democrat,clinton,CA,&nbsp;,sanders,14.1,1,0,0.0,-1
578,36302660,female,18-29,democrat,clinton,CA,&nbsp;,sanders,8.0,0,1,1.0,-1
579,36302660,female,18-29,democrat,clinton,CA,&nbsp;,clinton,7.5,0,0,1.0,-1
580,36302660,female,18-29,democrat,clinton,CA,&nbsp;,trump,11.7,1,0,-1.0,-1
581,36302660,female,18-29,democrat,clinton,CA,&nbsp;,cruz,7.9,0,1,1.0,-1
582,36302660,female,18-29,democrat,clinton,CA,&nbsp;,trump,5.8,0,0,0.0,-1
583,36302660,female,18-29,democrat,clinton,CA,&nbsp;,clinton,14.2,1,1,1.0,-1
584,36315427,male,18-29,republican,trump,CA,&nbsp;,cruz,11.8,1,1,1.0,-1
585,36315427,male,18-29,republican,trump,CA,&nbsp;,sanders,14.1,1,0,-1.0,-1
586,36315427,male,18-29,republican,trump,CA,&nbsp;,sanders,8.0,0,-1,0.0,-1
587,36315427,male,18-29,republican,trump,CA,&nbsp;,clinton,7.5,0,0,1.0,-1
588,36315427,male,18-29,republican,trump,CA,&nbsp;,trump,11.7,1,1,1.0,-1
589,36315427,male,18-29,republican,trump,CA,&nbsp;,cruz,7.9,0,0,1.0,-1
590,36315427,male,18-29,republican,trump,CA,&nbsp;,trump,5.8,0,1,1.0,-1
591,36315427,male,18-29,republican,trump,CA,&nbsp;,clinton,14.2,1,0,0.0,-1
592,36321076,male,18-29,republican,cruz,CA,&nbsp;,cruz,11.8,1,0,1.0,-1
593,36321076,male,18-29,republican,cruz,CA,&nbsp;,sanders,14.1,1,-1,0.0,-1
594,36321076,male,18-29,republican,cruz,CA,&nbsp;,sanders,8.0,0,1,0.0,-1
595,36321076,male,18-29,republican,cruz,CA,&nbsp;,clinton,7.5,0,0,-1.0,-1
596,36321076,male,18-29,republican,cruz,CA,&nbsp;,trump,11.7,1,1,0.0,-1
597,36321076,male,18-29,republican,cruz,CA,&nbsp;,cruz,7.9,0,1,1.0,-1
598,36321076,male,18-29,republican,cruz,CA,&nbsp;,trump,5.8,0,0,-1.0,-1
599,36321076,male,18-29,republican,cruz,CA,&nbsp;,clinton,14.2,1,2,2.0,-1
600,29210665,male,50-64,democrat,sanders,WI,&nbsp;,cruz,11.8,1,1,1.0,-1
601,29210665,male,50-64,democrat,sanders,WI,&nbsp;,sanders,14.1,1,1,1.0,-1
602,29210665,male,50-64,democrat,sanders,WI,&nbsp;,sanders,8.0,0,2,2.0,-1
603,29210665,male,50-64,democrat,sanders,WI,&nbsp;,clinton,7.5,0,1,2.0,-1
604,29210665,male,50-64,democrat,sanders,WI,&nbsp;,trump,11.7,1,1,1.0,-1
605,29210665,male,50-64,democrat,sanders,WI,&nbsp;,cruz,7.9,0,0,1.0,-1
606,29210665,male,50-64,democrat,sanders,WI,&nbsp;,trump,5.8,0,1,1.0,-1
607,29210665,male,50-64,democrat,sanders,WI,&nbsp;,clinton,14.2,1,1,1.0,-1
608,30461260,male,18-29,democrat,sanders,NY,&nbsp;,cruz,11.8,1,1,1.0,-1
609,30461260,male,18-29,democrat,sanders,NY,&nbsp;,sanders,14.1,1,1,1.0,-1
610,30461260,male,18-29,democrat,sanders,NY,&nbsp;,sanders,8.0,0,1,1.0,-1
611,30461260,male,18-29,democrat,sanders,NY,&nbsp;,clinton,7.5,0,0,0.0,-1
612,30461260,male,18-29,democrat,sanders,NY,&nbsp;,trump,11.7,1,-1,0.0,-1
613,30461260,male,18-29,democrat,sanders,NY,&nbsp;,cruz,7.9,0,1,1.0,-1
614,30461260,male,18-29,democrat,sanders,NY,&nbsp;,trump,5.8,0,-1,0.0,-1
615,30461260,male,18-29,democrat,sanders,NY,&nbsp;,clinton,14.2,1,0,1.0,-1
624,31329809,male,18-29,democrat,sanders,DE,&nbsp;,cruz,11.8,1,1,0.0,-1
625,31329809,male,18-29,democrat,sanders,DE,&nbsp;,sanders,14.1,1,2,0.0,-1
626,31329809,male,18-29,democrat,sanders,DE,&nbsp;,sanders,8.0,0,1,1.0,-1
627,31329809,male,18-29,democrat,sanders,DE,&nbsp;,clinton,7.5,0,0,0.0,-1
628,31329809,male,18-29,democrat,sanders,DE,&nbsp;,trump,11.7,1,1,1.0,-1
629,31329809,male,18-29,democrat,sanders,DE,&nbsp;,cruz,7.9,0,1,0.0,-1
630,31329809,male,18-29,democrat,sanders,DE,&nbsp;,trump,5.8,0,0,1.0,-1
631,31329809,male,18-29,democrat,sanders,DE,&nbsp;,clinton,14.2,1,1,1.0,-1
656,35408915,male,30-49,republican,cruz,IN,&nbsp;,cruz,11.8,1,1,1.0,-1
657,35408915,male,30-49,republican,cruz,IN,&nbsp;,sanders,14.1,1,0,0.0,-1
658,35408915,male,30-49,republican,cruz,IN,&nbsp;,sanders,8.0,0,-1,-1.0,-1
659,35408915,male,30-49,republican,cruz,IN,&nbsp;,clinton,7.5,0,-1,-1.0,-1
660,35408915,male,30-49,republican,cruz,IN,&nbsp;,trump,11.7,1,-1,-1.0,-1
661,35408915,male,30-49,republican,cruz,IN,&nbsp;,cruz,7.9,0,1,1.0,-1
662,35408915,male,30-49,republican,cruz,IN,&nbsp;,trump,5.8,0,1,1.0,-1
663,35408915,male,30-49,republican,cruz,IN,&nbsp;,clinton,14.2,1,-1,-1.0,-1
664,12115558,female,50-64,democrat,clinton,OH,&nbsp;,cruz,11.8,1,1,1.0,-1
665,12115558,female,50-64,democrat,clinton,OH,&nbsp;,sanders,14.1,1,1,1.0,-1
666,12115558,female,50-64,democrat,clinton,OH,&nbsp;,sanders,8.0,0,1,1.0,-1
667,12115558,female,50-64,democrat,clinton,OH,&nbsp;,clinton,7.5,0,1,1.0,-1
668,12115558,female,50-64,democrat,clinton,OH,&nbsp;,trump,11.7,1,1,2.0,-1
669,12115558,female,50-64,democrat,clinton,OH,&nbsp;,cruz,7.9,0,-1,1.0,-1
670,12115558,female,50-64,democrat,clinton,OH,&nbsp;,trump,5.8,0,1,2.0,-1
671,12115558,female,50-64,democrat,clinton,OH,&nbsp;,clinton,14.2,1,1,1.0,-1
672,3682947,female,50-64,republican,cruz,FL,&nbsp;,cruz,11.8,1,-1,0.0,-1
673,3682947,female,50-64,republican,cruz,FL,&nbsp;,sanders,14.1,1,0,1.0,-1
674,3682947,female,50-64,republican,cruz,FL,&nbsp;,sanders,8.0,0,-2,-1.0,-1
675,3682947,female,50-64,republican,cruz,FL,&nbsp;,clinton,7.5,0,1,1.0,-1
676,3682947,female,50-64,republican,cruz,FL,&nbsp;,trump,11.7,1,1,0.0,-1
677,3682947,female,50-64,republican,cruz,FL,&nbsp;,cruz,7.9,0,-1,0.0,-1
678,3682947,female,50-64,republican,cruz,FL,&nbsp;,trump,5.8,0,1,1.0,-1
679,3682947,female,50-64,republican,cruz,FL,&nbsp;,clinton,14.2,1,0,0.0,-1
680,36257704,female,18-29,republican,trump,NY,&nbsp;,cruz,11.8,1,1,0.0,-1
681,36257704,female,18-29,republican,trump,NY,&nbsp;,sanders,14.1,1,-1,0.0,-1
682,36257704,female,18-29,republican,trump,NY,&nbsp;,sanders,8.0,0,-1,-1.0,-1
683,36257704,female,18-29,republican,trump,NY,&nbsp;,clinton,7.5,0,0,1.0,-1
684,36257704,female,18-29,republican,trump,NY,&nbsp;,trump,11.7,1,1,1.0,-1
685,36257704,female,18-29,republican,trump,NY,&nbsp;,cruz,7.9,0,1,0.0,-1
686,36257704,female,18-29,republican,trump,NY,&nbsp;,trump,5.8,0,1,0.0,-1
687,36257704,female,18-29,republican,trump,NY,&nbsp;,clinton,14.2,1,0,0.0,-1
688,36267874,male,18-29,democrat,clinton,NY,&nbsp;,cruz,11.8,1,-1,0.0,-1
689,36267874,male,18-29,democrat,clinton,NY,&nbsp;,sanders,14.1,1,1,1.0,-1
690,36267874,male,18-29,democrat,clinton,NY,&nbsp;,sanders,8.0,0,1,0.0,-1
691,36267874,male,18-29,democrat,clinton,NY,&nbsp;,clinton,7.5,0,1,1.0,-1
692,36267874,male,18-29,democrat,clinton,NY,&nbsp;,trump,11.7,1,-2,0.0,-1
693,36267874,male,18-29,democrat,clinton,NY,&nbsp;,cruz,7.9,0,-1,0.0,-1
694,36267874,male,18-29,democrat,clinton,NY,&nbsp;,trump,5.8,0,1,0.0,-1
695,36267874,male,18-29,democrat,clinton,NY,&nbsp;,clinton,14.2,1,0,1.0,-1
736,31436572,male,18-29,democrat,clinton,VA,the Associated Press,cruz,11.8,1,1,2.0,-1
737,31436572,male,18-29,democrat,clinton,VA,the Associated Press,sanders,14.1,1,0,1.0,-1
738,31436572,male,18-29,democrat,clinton,VA,the Associated Press,sanders,8.0,0,-1,-1.0,-1
739,31436572,male,18-29,democrat,clinton,VA,the Associated Press,clinton,7.5,0,1,2.0,-1
740,31436572,male,18-29,democrat,clinton,VA,the Associated Press,trump,11.7,1,2,-2.0,-1
741,31436572,male,18-29,democrat,clinton,VA,the Associated Press,cruz,7.9,0,1,0.0,-1
742,31436572,male,18-29,democrat,clinton,VA,the Associated Press,trump,5.8,0,-1,-1.0,-1
743,31436572,male,18-29,democrat,clinton,VA,the Associated Press,clinton,14.2,1,1,2.0,-1
744,12537159,female,30-49,democrat,sanders,MI,the Associated Press,cruz,11.8,1,2,2.0,-1
745,12537159,female,30-49,democrat,sanders,MI,the Associated Press,sanders,14.1,1,2,2.0,-1
746,12537159,female,30-49,democrat,sanders,MI,the Associated Press,sanders,8.0,0,2,2.0,-1
747,12537159,female,30-49,democrat,sanders,MI,the Associated Press,clinton,7.5,0,2,2.0,-1
748,12537159,female,30-49,democrat,sanders,MI,the Associated Press,trump,11.7,1,2,2.0,-1
749,12537159,female,30-49,democrat,sanders,MI,the Associated Press,cruz,7.9,0,2,2.0,-1
750,12537159,female,30-49,democrat,sanders,MI,the Associated Press,trump,5.8,0,2,2.0,-1
751,12537159,female,30-49,democrat,sanders,MI,the Associated Press,clinton,14.2,1,2,2.0,-1
752,37094049,male,18-29,democrat,clinton,CA,the Associated Press,cruz,11.8,1,1,1.0,-1
753,37094049,male,18-29,democrat,clinton,CA,the Associated Press,sanders,14.1,1,1,0.0,-1
754,37094049,male,18-29,democrat,clinton,CA,the Associated Press,sanders,8.0,0,0,-1.0,-1
755,37094049,male,18-29,democrat,clinton,CA,the Associated Press,clinton,7.5,0,1,0.0,-1
756,37094049,male,18-29,democrat,clinton,CA,the Associated Press,trump,11.7,1,0,1.0,-1
757,37094049,male,18-29,democrat,clinton,CA,the Associated Press,cruz,7.9,0,1,1.0,-1
758,37094049,male,18-29,democrat,clinton,CA,the Associated Press,trump,5.8,0,0,-1.0,-1
759,37094049,male,18-29,democrat,clinton,CA,the Associated Press,clinton,14.2,1,1,1.0,-1
768,37102649,male,30-49,democrat,clinton,CA,the Associated Press,cruz,11.8,1,2,2.0,-1
769,37102649,male,30-49,democrat,clinton,CA,the Associated Press,sanders,14.1,1,1,0.0,-1
770,37102649,male,30-49,democrat,clinton,CA,the Associated Press,sanders,8.0,0,-1,1.0,-1
771,37102649,male,30-49,democrat,clinton,CA,the Associated Press,clinton,7.5,0,1,1.0,-1
772,37102649,male,30-49,democrat,clinton,CA,the Associated Press,trump,11.7,1,1,1.0,-1
773,37102649,male,30-49,democrat,clinton,CA,the Associated Press,cruz,7.9,0,0,0.0,-1
774,37102649,male,30-49,democrat,clinton,CA,the Associated Press,trump,5.8,0,0,-1.0,-1
775,37102649,male,30-49,democrat,clinton,CA,the Associated Press,clinton,14.2,1,1,2.0,-1
776,33427067,female,30-49,democrat,sanders,MA,the Associated Press,cruz,11.8,1,-1,0.0,-1
777,33427067,female,30-49,democrat,sanders,MA,the Associated Press,sanders,14.1,1,1,1.0,-1
778,33427067,female,30-49,democrat,sanders,MA,the Associated Press,sanders,8.0,0,-1,1.0,-1
779,33427067,female,30-49,democrat,sanders,MA,the Associated Press,clinton,7.5,0,0,0.0,-1
780,33427067,female,30-49,democrat,sanders,MA,the Associated Press,trump,11.7,1,0,-1.0,-1
781,33427067,female,30-49,democrat,sanders,MA,the Associated Press,cruz,7.9,0,0,0.0,-1
782,33427067,female,30-49,democrat,sanders,MA,the Associated Press,trump,5.8,0,1,1.0,-1
783,33427067,female,30-49,democrat,sanders,MA,the Associated Press,clinton,14.2,1,1,0.0,-1
792,30513549,male,30-49,republican,cruz,CA,the Associated Press,cruz,11.8,1,2,2.0,-1
793,30513549,male,30-49,republican,cruz,CA,the Associated Press,sanders,14.1,1,-2,0.0,-1
794,30513549,male,30-49,republican,cruz,CA,the Associated Press,sanders,8.0,0,2,2.0,-1
795,30513549,male,30-49,republican,cruz,CA,the Associated Press,clinton,7.5,0,-2,-2.0,-1
796,30513549,male,30-49,republican,cruz,CA,the Associated Press,trump,11.7,1,-2,2.0,-1
797,30513549,male,30-49,republican,cruz,CA,the Associated Press,cruz,7.9,0,2,2.0,-1
798,30513549,male,30-49,republican,cruz,CA,the Associated Press,trump,5.8,0,-2,2.0,-1
799,30513549,male,30-49,republican,cruz,CA,the Associated Press,clinton,14.2,1,-2,0.0,-1
800,28081782,male,18-29,republican,trump,MS,the Associated Press,cruz,11.8,1,1,1.0,-1
801,28081782,male,18-29,republican,trump,MS,the Associated Press,sanders,14.1,1,-2,1.0,-1
802,28081782,male,18-29,republican,trump,MS,the Associated Press,sanders,8.0,0,-1,2.0,-1
803,28081782,male,18-29,republican,trump,MS,the Associated Press,clinton,7.5,0,1,0.0,-1
804,28081782,male,18-29,republican,trump,MS,the Associated Press,trump,11.7,1,2,-2.0,-1
805,28081782,male,18-29,republican,trump,MS,the Associated Press,cruz,7.9,0,1,-1.0,-1
806,28081782,male,18-29,republican,trump,MS,the Associated Press,trump,5.8,0,-2,2.0,-1
807,28081782,male,18-29,republican,trump,MS,the Associated Press,clinton,14.2,1,0,0.0,-1
824,7876293,female,50-64,democrat,clinton,IN,the Associated Press,cruz,11.8,1,0,-1.0,-1
825,7876293,female,50-64,democrat,clinton,IN,the Associated Press,sanders,14.1,1,1,1.0,-1
826,7876293,female,50-64,democrat,clinton,IN,the Associated Press,sanders,8.0,0,1,1.0,-1
827,7876293,female,50-64,democrat,clinton,IN,the Associated Press,clinton,7.5,0,1,1.0,-1
828,7876293,female,50-64,democrat,clinton,IN,the Associated Press,trump,11.7,1,-1,1.0,-1
829,7876293,female,50-64,democrat,clinton,IN,the Associated Press,cruz,7.9,0,0,-1.0,-1
830,7876293,female,50-64,democrat,clinton,IN,the Associated Press,trump,5.8,0,1,1.0,-1
831,7876293,female,50-64,democrat,clinton,IN,the Associated Press,clinton,14.2,1,1,1.0,-1
848,37007355,female,18-29,democrat,sanders,IL,the Associated Press,cruz,11.8,1,-1,-1.0,-1
849,37007355,female,18-29,democrat,sanders,IL,the Associated Press,sanders,14.1,1,1,1.0,-1
850,37007355,female,18-29,democrat,sanders,IL,the Associated Press,sanders,8.0,0,2,2.0,-1
851,37007355,female,18-29,democrat,sanders,IL,the Associated Press,clinton,7.5,0,0,0.0,-1
852,37007355,female,18-29,democrat,sanders,IL,the Associated Press,trump,11.7,1,2,2.0,-1
853,37007355,female,18-29,democrat,sanders,IL,the Associated Press,cruz,7.9,0,1,0.0,-1
854,37007355,female,18-29,democrat,sanders,IL,the Associated Press,trump,5.8,0,0,2.0,-1
855,37007355,female,18-29,democrat,sanders,IL,the Associated Press,clinton,14.2,1,0,-1.0,-1
856,1495820,female,30-49,democrat,clinton,AL,the Associated Press,cruz,11.8,1,1,1.0,-1
857,1495820,female,30-49,democrat,clinton,AL,the Associated Press,sanders,14.1,1,1,1.0,-1
858,1495820,female,30-49,democrat,clinton,AL,the Associated Press,sanders,8.0,0,2,2.0,-1
859,1495820,female,30-49,democrat,clinton,AL,the Associated Press,clinton,7.5,0,1,0.0,-1
860,1495820,female,30-49,democrat,clinton,AL,the Associated Press,trump,11.7,1,2,-1.0,-1
861,1495820,female,30-49,democrat,clinton,AL,the Associated Press,cruz,7.9,0,0,0.0,-1
862,1495820,female,30-49,democrat,clinton,AL,the Associated Press,trump,5.8,0,-1,-2.0,-1
863,1495820,female,30-49,democrat,clinton,AL,the Associated Press,clinton,14.2,1,-1,-2.0,-1
872,36516365,female,30-49,democrat,clinton,CA,the Associated Press,cruz,11.8,1,1,0.0,-1
873,36516365,female,30-49,democrat,clinton,CA,the Associated Press,sanders,14.1,1,2,1.0,-1
874,36516365,female,30-49,democrat,clinton,CA,the Associated Press,sanders,8.0,0,1,1.0,-1
875,36516365,female,30-49,democrat,clinton,CA,the Associated Press,clinton,7.5,0,2,2.0,-1
876,36516365,female,30-49,democrat,clinton,CA,the Associated Press,trump,11.7,1,1,1.0,-1
877,36516365,female,30-49,democrat,clinton,CA,the Associated Press,cruz,7.9,0,2,1.0,-1
878,36516365,female,30-49,democrat,clinton,CA,the Associated Press,trump,5.8,0,1,0.0,-1
879,36516365,female,30-49,democrat,clinton,CA,the Associated Press,clinton,14.2,1,1,0.0,-1
888,33345368,female,18-29,democrat,clinton,CA,the Associated Press,cruz,11.8,1,0,1.0,-1
889,33345368,female,18-29,democrat,clinton,CA,the Associated Press,sanders,14.1,1,1,1.0,-1
890,33345368,female,18-29,democrat,clinton,CA,the Associated Press,sanders,8.0,0,1,2.0,-1
891,33345368,female,18-29,democrat,clinton,CA,the Associated Press,clinton,7.5,0,2,2.0,-1
892,33345368,female,18-29,democrat,clinton,CA,the Associated Press,trump,11.7,1,0,0.0,-1
893,33345368,female,18-29,democrat,clinton,CA,the Associated Press,cruz,7.9,0,0,0.0,-1
894,33345368,female,18-29,democrat,clinton,CA,the Associated Press,trump,5.8,0,1,1.0,-1
895,33345368,female,18-29,democrat,clinton,CA,the Associated Press,clinton,14.2,1,2,2.0,-1
896,35959061,male,18-29,republican,kasich,NY,CNN,cruz,11.8,1,-1,2.0,0
897,35959061,male,18-29,republican,kasich,NY,CNN,sanders,14.1,1,-1,0.0,0
898,35959061,male,18-29,republican,kasich,NY,CNN,sanders,8.0,0,-1,2.0,0
899,35959061,male,18-29,republican,kasich,NY,CNN,clinton,7.5,0,1,-2.0,0
900,35959061,male,18-29,republican,kasich,NY,CNN,trump,11.7,1,0,-1.0,0
901,35959061,male,18-29,republican,kasich,NY,CNN,cruz,7.9,0,2,1.0,0
902,35959061,male,18-29,republican,kasich,NY,CNN,trump,5.8,0,-1,1.0,0
903,35959061,male,18-29,republican,kasich,NY,CNN,clinton,14.2,1,1,-2.0,0
904,24449254,male,30-49,democrat,clinton,OH,CNN,cruz,11.8,1,2,1.0,1
905,24449254,male,30-49,democrat,clinton,OH,CNN,sanders,14.1,1,2,2.0,1
906,24449254,male,30-49,democrat,clinton,OH,CNN,sanders,8.0,0,2,2.0,1
907,24449254,male,30-49,democrat,clinton,OH,CNN,clinton,7.5,0,2,2.0,1
908,24449254,male,30-49,democrat,clinton,OH,CNN,trump,11.7,1,2,1.0,1
909,24449254,male,30-49,democrat,clinton,OH,CNN,cruz,7.9,0,2,1.0,1
