worker_id,gender,age,party,voting_for,state,source,candidate,flesch,is_complex,fair,trust
23149109,male,30-49,independent_other,sanders,NC,CNN,cruz,7.9,0,1,2.0
23149109,male,30-49,independent_other,sanders,NC,CNN,trump,5.8,0,1,0.0
23149109,male,30-49,independent_other,sanders,NC,CNN,clinton,14.2,1,1,1
37356781,other,50-64,democrat,clinton,DE,CNN,cruz,11.8,1,-1,-1
37356781,other,50-64,democrat,clinton,DE,CNN,sanders,14.1,1,-1,0
37356781,other,50-64,democrat,clinton,DE,CNN,sanders,8,0,2,-2
37356781,other,50-64,democrat,clinton,DE,CNN,clinton,7.5,0,-2,0
37356781,other,50-64,democrat,clinton,DE,CNN,trump,11.7,1,-2,0
37356781,other,50-64,democrat,clinton,DE,CNN,cruz,7.9,0,2,2.0
37356781,other,50-64,democrat,clinton,DE,CNN,trump,5.8,0,2,-1.0
37356781,other,50-64,democrat,clinton,DE,CNN,clinton,14.2,1,1,-1
35818768,male,30-49,democrat,sanders,VA,CNN,cruz,11.8,1,2,2
35818768,male,30-49,democrat,sanders,VA,CNN,sanders,14.1,1,2,2
35818768,male,30-49,democrat,sanders,VA,CNN,sanders,8,0,2,2
35818768,male,30-49,democrat,sanders,VA,CNN,clinton,7.5,0,1,2
35818768,male,30-49,democrat,sanders,VA,CNN,trump,11.7,1,1,2
35818768,male,30-49,democrat,sanders,VA,CNN,cruz,7.9,0,2,2.0
35818768,male,30-49,democrat,sanders,VA,CNN,trump,5.8,0,-1,2.0
35818768,male,30-49,democrat,sanders,VA,CNN,clinton,14.2,1,2,2
3696575,female,30-49,democrat,not_voting,MS,CNN,cruz,11.8,1,0,-1
3696575,female,30-49,democrat,not_voting,MS,CNN,sanders,14.1,1,1,0
3696575,female,30-49,democrat,not_voting,MS,CNN,sanders,8,0,0,-1
3696575,female,30-49,democrat,not_voting,MS,CNN,clinton,7.5,0,1,0
3696575,female,30-49,democrat,not_voting,MS,CNN,trump,11.7,1,0,0
3696575,female,30-49,democrat,not_voting,MS,CNN,cruz,7.9,0,0,0.0
3696575,female,30-49,democrat,not_voting,MS,CNN,trump,5.8,0,1,1.0
3696575,female,30-49,democrat,not_voting,MS,CNN,clinton,14.2,1,1,1
13277529,female,30-49,independent_other,cruz,TX,CNN,cruz,11.8,1,1,0
13277529,female,30-49,independent_other,cruz,TX,CNN,sanders,14.1,1,1,0
13277529,female,30-49,independent_other,cruz,TX,CNN,sanders,8,0,1,1
13277529,female,30-49,independent_other,cruz,TX,CNN,clinton,7.5,0,0,0
13277529,female,30-49,independent_other,cruz,TX,CNN,trump,11.7,1,0,1
13277529,female,30-49,independent_other,cruz,TX,CNN,cruz,7.9,0,1,0.0
13277529,female,30-49,independent_other,cruz,TX,CNN,trump,5.8,0,1,0.0
13277529,female,30-49,independent_other,cruz,TX,CNN,clinton,14.2,1,1,0
36917158,female,18-29,no_affiliation,clinton,OH,CNN,cruz,11.8,1,1,1
